| lane/fixture                 | verdict    | apple-m4         | amd-gfx942       | amd-2xmi300x-gfx942 |
| par-byte-lm/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/ties             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/ties             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-byte-lm/wide             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     |
| par-byte-lm/wide             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/base                  | infer  | IDENTICAL x3 | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 |
| par-cd/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/denormal              | infer  | IDENTICAL x3 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| par-cd/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/denormal_ftz          | infer  | IDENTICAL x3 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| par-cd/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/dupes                 | infer  | IDENTICAL x3 | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb |
| par-cd/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/hashed                | infer  | IDENTICAL x3 | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 |
| par-cd/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/negative              | infer  | IDENTICAL x3 | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d |
| par-cd/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/odd                   | infer  | IDENTICAL x3 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 |
| par-cd/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/ties                  | infer  | IDENTICAL x3 | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d |
| par-cd/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-cd/wide                  | infer  | IDENTICAL x3 | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e |
| par-cd/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/base              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/base              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/denormal          | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/denormal          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/denormal_ftz      | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/denormal_ftz      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/dupes             | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/dupes             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/hashed            | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/hashed            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/negative          | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/negative          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/odd               | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/odd               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/ties              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/ties              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/wide              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/wide              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-forest-et/base           | infer  | IDENTICAL x3 | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b |
| par-forest-et/base           | model  | IDENTICAL x3 | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd |
| par-forest-et/denormal       | infer  | IDENTICAL x3 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| par-forest-et/denormal       | model  | IDENTICAL x3 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| par-forest-et/denormal_ftz   | infer  | IDENTICAL x3 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| par-forest-et/denormal_ftz   | model  | IDENTICAL x3 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| par-forest-et/dupes          | infer  | IDENTICAL x3 | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 |
| par-forest-et/dupes          | model  | IDENTICAL x3 | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d |
| par-forest-et/hashed         | infer  | IDENTICAL x3 | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac |
| par-forest-et/hashed         | model  | IDENTICAL x3 | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 |
| par-forest-et/negative       | infer  | IDENTICAL x3 | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b |
| par-forest-et/negative       | model  | IDENTICAL x3 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 |
| par-forest-et/odd            | infer  | IDENTICAL x3 | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f |
| par-forest-et/odd            | model  | IDENTICAL x3 | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 |
| par-forest-et/ties           | infer  | IDENTICAL x3 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 |
| par-forest-et/ties           | model  | IDENTICAL x3 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 |
| par-forest-et/wide           | infer  | IDENTICAL x3 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 |
| par-forest-et/wide           | model  | IDENTICAL x3 | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 |
| par-forest/base              | infer  | IDENTICAL x3 | 3b30324dc0a909d3 | 3b30324dc0a909d3 | 3b30324dc0a909d3 |
| par-forest/base              | model  | IDENTICAL x3 | ed1592a2b0ab1658 | ed1592a2b0ab1658 | ed1592a2b0ab1658 |
| par-forest/denormal          | infer  | IDENTICAL x3 | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e |
| par-forest/denormal          | model  | IDENTICAL x3 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 |
| par-forest/denormal_ftz      | infer  | IDENTICAL x3 | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e |
| par-forest/denormal_ftz      | model  | IDENTICAL x3 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 |
| par-forest/dupes             | infer  | IDENTICAL x3 | f7836c254af7cb78 | f7836c254af7cb78 | f7836c254af7cb78 |
| par-forest/dupes             | model  | IDENTICAL x3 | a481d93b96bec8af | a481d93b96bec8af | a481d93b96bec8af |
| par-forest/hashed            | infer  | IDENTICAL x3 | 95452dea53316b5c | 95452dea53316b5c | 95452dea53316b5c |
| par-forest/hashed            | model  | IDENTICAL x3 | 4acba627d01b9da9 | 4acba627d01b9da9 | 4acba627d01b9da9 |
| par-forest/negative          | infer  | IDENTICAL x3 | a8494465884e646a | a8494465884e646a | a8494465884e646a |
| par-forest/negative          | model  | IDENTICAL x3 | 58fcd13c13e9de79 | 58fcd13c13e9de79 | 58fcd13c13e9de79 |
| par-forest/odd               | infer  | IDENTICAL x3 | e067dff805be210f | e067dff805be210f | e067dff805be210f |
| par-forest/odd               | model  | IDENTICAL x3 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 |
| par-forest/ties              | infer  | IDENTICAL x3 | 122d0397afe9bc84 | 122d0397afe9bc84 | 122d0397afe9bc84 |
| par-forest/ties              | model  | IDENTICAL x3 | 2d8da1cf56084257 | 2d8da1cf56084257 | 2d8da1cf56084257 |
| par-forest/wide              | infer  | IDENTICAL x3 | 576ce8ec7833b38d | 576ce8ec7833b38d | 576ce8ec7833b38d |
| par-forest/wide              | model  | IDENTICAL x3 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 |
| par-gp/base                  | infer  | IDENTICAL x3 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 |
| par-gp/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/denormal              | infer  | IDENTICAL x3 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 |
| par-gp/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/denormal_ftz          | infer  | IDENTICAL x3 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 |
| par-gp/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/dupes                 | infer  | IDENTICAL x3 | 52e6b306c452f16c | 52e6b306c452f16c | 52e6b306c452f16c |
| par-gp/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/hashed                | infer  | IDENTICAL x3 | 6eec04108625b28e | 6eec04108625b28e | 6eec04108625b28e |
| par-gp/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/negative              | infer  | IDENTICAL x3 | b2713d53a58fa4c9 | b2713d53a58fa4c9 | b2713d53a58fa4c9 |
| par-gp/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/odd                   | infer  | IDENTICAL x3 | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa |
| par-gp/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/ties                  | infer  | IDENTICAL x3 | 22b0b528124de8d0 | 22b0b528124de8d0 | 22b0b528124de8d0 |
| par-gp/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/wide                  | infer  | IDENTICAL x3 | 890cda1ff831faab | 890cda1ff831faab | 890cda1ff831faab |
| par-gp/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gram/base                | infer  | IDENTICAL x3 | a5a404bb201b0eeb | a5a404bb201b0eeb | a5a404bb201b0eeb |
| par-gram/base                | model  | IDENTICAL x3 | efada80fdc2d4259 | efada80fdc2d4259 | efada80fdc2d4259 |
| par-gram/denormal            | infer  | IDENTICAL x3 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| par-gram/denormal            | model  | IDENTICAL x3 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 |
| par-gram/denormal_ftz        | infer  | IDENTICAL x3 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| par-gram/denormal_ftz        | model  | IDENTICAL x3 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 |
| par-gram/dupes               | infer  | IDENTICAL x3 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 |
| par-gram/dupes               | model  | IDENTICAL x3 | 11e592057872c1e0 | 11e592057872c1e0 | 11e592057872c1e0 |
| par-gram/hashed              | infer  | IDENTICAL x3 | 1f692bf67099df47 | 1f692bf67099df47 | 1f692bf67099df47 |
| par-gram/hashed              | model  | IDENTICAL x3 | 05a9504a256753f0 | 05a9504a256753f0 | 05a9504a256753f0 |
| par-gram/negative            | infer  | IDENTICAL x3 | 174ab0d4049ee591 | 174ab0d4049ee591 | 174ab0d4049ee591 |
| par-gram/negative            | model  | IDENTICAL x3 | ad885ca7374525bd | ad885ca7374525bd | ad885ca7374525bd |
| par-gram/odd                 | infer  | IDENTICAL x3 | 83420de0d62b5c95 | 83420de0d62b5c95 | 83420de0d62b5c95 |
| par-gram/odd                 | model  | IDENTICAL x3 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 |
| par-gram/ties                | infer  | IDENTICAL x3 | d23a652e5f82906f | d23a652e5f82906f | d23a652e5f82906f |
| par-gram/ties                | model  | IDENTICAL x3 | 824a2e3b44b31af4 | 824a2e3b44b31af4 | 824a2e3b44b31af4 |
| par-gram/wide                | infer  | IDENTICAL x3 | cc8d5d1192f32b52 | cc8d5d1192f32b52 | cc8d5d1192f32b52 |
| par-gram/wide                | model  | IDENTICAL x3 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 |
| par-iforest/base             | infer  | IDENTICAL x3 | c4247bb3a6c4675e | c4247bb3a6c4675e | c4247bb3a6c4675e |
| par-iforest/base             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/denormal         | infer  | IDENTICAL x3 | f3dcde6748050803 | f3dcde6748050803 | f3dcde6748050803 |
| par-iforest/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/denormal_ftz     | infer  | IDENTICAL x3 | f3dcde6748050803 | f3dcde6748050803 | f3dcde6748050803 |
| par-iforest/denormal_ftz     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/dupes            | infer  | IDENTICAL x3 | db8a00a8aa424f7c | db8a00a8aa424f7c | db8a00a8aa424f7c |
| par-iforest/dupes            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/hashed           | infer  | IDENTICAL x3 | e4d04598e6d55395 | e4d04598e6d55395 | e4d04598e6d55395 |
| par-iforest/hashed           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/negative         | infer  | IDENTICAL x3 | 99572e40ada83cdf | 99572e40ada83cdf | 99572e40ada83cdf |
| par-iforest/negative         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/odd              | infer  | IDENTICAL x3 | 7b104f74d47a6e15 | 7b104f74d47a6e15 | 7b104f74d47a6e15 |
| par-iforest/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/ties             | infer  | IDENTICAL x3 | 288c5e41c62cddea | 288c5e41c62cddea | 288c5e41c62cddea |
| par-iforest/ties             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-iforest/wide             | infer  | IDENTICAL x3 | a8612e7e09b4983b | a8612e7e09b4983b | a8612e7e09b4983b |
| par-iforest/wide             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/base              | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/base              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/denormal          | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/denormal          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/denormal_ftz      | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/denormal_ftz      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/dupes             | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/dupes             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/hashed            | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/hashed            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/negative          | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/negative          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/odd               | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/odd               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/ties              | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/ties              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-kmeans/wide              | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | n/a:no-predict   |
| par-kmeans/wide              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-logistic/base            | infer  | IDENTICAL x3 | 103f76e4a2b23c03 | 103f76e4a2b23c03 | 103f76e4a2b23c03 |
| par-logistic/base            | model  | IDENTICAL x3 | 1b51b4eabdcf59e2 | 1b51b4eabdcf59e2 | 1b51b4eabdcf59e2 |
| par-logistic/denormal        | infer  | IDENTICAL x3 | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a |
| par-logistic/denormal        | model  | IDENTICAL x3 | 0f11207a162b3b64 | 0f11207a162b3b64 | 0f11207a162b3b64 |
| par-logistic/denormal_ftz    | infer  | IDENTICAL x3 | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a |
| par-logistic/denormal_ftz    | model  | IDENTICAL x3 | 0f11207a162b3b64 | 0f11207a162b3b64 | 0f11207a162b3b64 |
| par-logistic/dupes           | infer  | IDENTICAL x3 | df012d0cb1286818 | df012d0cb1286818 | df012d0cb1286818 |
| par-logistic/dupes           | model  | IDENTICAL x3 | 4b387ce327c969d6 | 4b387ce327c969d6 | 4b387ce327c969d6 |
| par-logistic/hashed          | infer  | IDENTICAL x3 | dfe219d0b67a77ca | dfe219d0b67a77ca | dfe219d0b67a77ca |
| par-logistic/hashed          | model  | IDENTICAL x3 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 | ee3cb3e174ae7c73 |
| par-logistic/negative        | infer  | IDENTICAL x3 | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 |
| par-logistic/negative        | model  | IDENTICAL x3 | 61cb0a45d1792d44 | 61cb0a45d1792d44 | 61cb0a45d1792d44 |
| par-logistic/odd             | infer  | IDENTICAL x3 | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 |
| par-logistic/odd             | model  | IDENTICAL x3 | 1be05ca406afb6a5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 |
| par-logistic/ties            | infer  | IDENTICAL x3 | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea |
| par-logistic/ties            | model  | IDENTICAL x3 | eff4803be10700c8 | eff4803be10700c8 | eff4803be10700c8 |
| par-logistic/wide            | infer  | IDENTICAL x3 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| par-logistic/wide            | model  | IDENTICAL x3 | 576c92b63ada584d | 576c92b63ada584d | 576c92b63ada584d |
| par-mlp/base                 | infer  | IDENTICAL x3 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 |
| par-mlp/base                 | model  | IDENTICAL x3 | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea |
| par-mlp/denormal             | infer  | IDENTICAL x3 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 |
| par-mlp/denormal             | model  | IDENTICAL x3 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 |
| par-mlp/denormal_ftz         | infer  | IDENTICAL x3 | 0659617762bde850 | 0659617762bde850 | 0659617762bde850 |
| par-mlp/denormal_ftz         | model  | IDENTICAL x3 | c2e7a5157a96fb28 | c2e7a5157a96fb28 | c2e7a5157a96fb28 |
| par-mlp/dupes                | infer  | IDENTICAL x3 | b7659ff90ae1ea39 | b7659ff90ae1ea39 | b7659ff90ae1ea39 |
| par-mlp/dupes                | model  | IDENTICAL x3 | fb3977c1ab222cea | fb3977c1ab222cea | fb3977c1ab222cea |
| par-mlp/hashed               | infer  | IDENTICAL x3 | c56d5f921c229a7e | c56d5f921c229a7e | c56d5f921c229a7e |
| par-mlp/hashed               | model  | IDENTICAL x3 | 84bdac86c5a7e68a | 84bdac86c5a7e68a | 84bdac86c5a7e68a |
| par-mlp/negative             | infer  | IDENTICAL x3 | 4781497699af0fc9 | 4781497699af0fc9 | 4781497699af0fc9 |
| par-mlp/negative             | model  | IDENTICAL x3 | bfd1ffd05f0141be | bfd1ffd05f0141be | bfd1ffd05f0141be |
| par-mlp/odd                  | infer  | IDENTICAL x3 | ed981f80c3527a61 | ed981f80c3527a61 | ed981f80c3527a61 |
| par-mlp/odd                  | model  | IDENTICAL x3 | 0d99a719dc720e03 | 0d99a719dc720e03 | 0d99a719dc720e03 |
| par-mlp/ties                 | infer  | IDENTICAL x3 | e1e5086334bdb736 | e1e5086334bdb736 | e1e5086334bdb736 |
| par-mlp/ties                 | model  | IDENTICAL x3 | 49ac83c7d65f98af | 49ac83c7d65f98af | 49ac83c7d65f98af |
| par-mlp/wide                 | infer  | IDENTICAL x3 | 657d8e4662358a6a | 657d8e4662358a6a | 657d8e4662358a6a |
| par-mlp/wide                 | model  | IDENTICAL x3 | 058b5a50342ac66a | 058b5a50342ac66a | 058b5a50342ac66a |
| par-samba/base               | infer  | IDENTICAL x3 | c663dd4766895890 | c663dd4766895890 | c663dd4766895890 |
| par-samba/base               | model  | IDENTICAL x3 | c4b392904ff448dd | c4b392904ff448dd | c4b392904ff448dd |
| par-samba/denormal           | infer  | IDENTICAL x3 | fb72fcf2fb2ad224 | fb72fcf2fb2ad224 | fb72fcf2fb2ad224 |
| par-samba/denormal           | model  | IDENTICAL x3 | 62bebcec12644705 | 62bebcec12644705 | 62bebcec12644705 |
| par-samba/denormal_ftz       | infer  | IDENTICAL x3 | f3e42b50f51378ce | f3e42b50f51378ce | f3e42b50f51378ce |
| par-samba/denormal_ftz       | model  | IDENTICAL x3 | c1d52ed8e918208b | c1d52ed8e918208b | c1d52ed8e918208b |
| par-samba/dupes              | infer  | IDENTICAL x3 | 2853920460831149 | 2853920460831149 | 2853920460831149 |
| par-samba/dupes              | model  | IDENTICAL x3 | 616c641186ef1771 | 616c641186ef1771 | 616c641186ef1771 |
| par-samba/hashed             | infer  | IDENTICAL x3 | cd09020cd23ba0bb | cd09020cd23ba0bb | cd09020cd23ba0bb |
| par-samba/hashed             | model  | IDENTICAL x3 | cbed7b567fb51d11 | cbed7b567fb51d11 | cbed7b567fb51d11 |
| par-samba/negative           | infer  | IDENTICAL x3 | 13993c81dbf7c04f | 13993c81dbf7c04f | 13993c81dbf7c04f |
| par-samba/negative           | model  | IDENTICAL x3 | a7bb67f1cb6b72d0 | a7bb67f1cb6b72d0 | a7bb67f1cb6b72d0 |
| par-samba/odd                | infer  | IDENTICAL x3 | c663dd4766895890 | c663dd4766895890 | c663dd4766895890 |
| par-samba/odd                | model  | IDENTICAL x3 | c4b392904ff448dd | c4b392904ff448dd | c4b392904ff448dd |
| par-samba/ties               | infer  | IDENTICAL x3 | a8df84421515d634 | a8df84421515d634 | a8df84421515d634 |
| par-samba/ties               | model  | IDENTICAL x3 | 10dad1656d005743 | 10dad1656d005743 | 10dad1656d005743 |
| par-samba/wide               | infer  | IDENTICAL x3 | 561cbc9176182841 | 561cbc9176182841 | 561cbc9176182841 |
| par-samba/wide               | model  | IDENTICAL x3 | 0648fadbf15b833f | 0648fadbf15b833f | 0648fadbf15b833f |
| par-scaler/base              | infer  | IDENTICAL x3 | fa0fbdef7ccae250 | fa0fbdef7ccae250 | fa0fbdef7ccae250 |
| par-scaler/base              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/denormal          | infer  | IDENTICAL x3 | d0a324ba42db1e9c | d0a324ba42db1e9c | d0a324ba42db1e9c |
| par-scaler/denormal          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/denormal_ftz      | infer  | IDENTICAL x3 | d0a324ba42db1e9c | d0a324ba42db1e9c | d0a324ba42db1e9c |
| par-scaler/denormal_ftz      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/dupes             | infer  | IDENTICAL x3 | 89d88a83a11d2485 | 89d88a83a11d2485 | 89d88a83a11d2485 |
| par-scaler/dupes             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/hashed            | infer  | IDENTICAL x3 | fc7e9239e772ec64 | fc7e9239e772ec64 | fc7e9239e772ec64 |
| par-scaler/hashed            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/negative          | infer  | IDENTICAL x3 | bd2b7e506db725c8 | bd2b7e506db725c8 | bd2b7e506db725c8 |
| par-scaler/negative          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/odd               | infer  | IDENTICAL x3 | 6a7a884532f89e93 | 6a7a884532f89e93 | 6a7a884532f89e93 |
| par-scaler/odd               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/ties              | infer  | IDENTICAL x3 | 4c66195589867f60 | 4c66195589867f60 | 4c66195589867f60 |
| par-scaler/ties              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-scaler/wide              | infer  | IDENTICAL x3 | 3e17d9ac3db242ba | 3e17d9ac3db242ba | 3e17d9ac3db242ba |
| par-scaler/wide              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-svm/base                 | infer  | IDENTICAL x3 | 4aee3fcc51c4761e | 4aee3fcc51c4761e | 4aee3fcc51c4761e |
| par-svm/base                 | model  | IDENTICAL x3 | d357dc9836994075 | d357dc9836994075 | d357dc9836994075 |
| par-svm/denormal             | infer  | IDENTICAL x3 | ebc593040592ca1e | ebc593040592ca1e | ebc593040592ca1e |
| par-svm/denormal             | model  | IDENTICAL x3 | 29bbbd98ccefdde2 | 29bbbd98ccefdde2 | 29bbbd98ccefdde2 |
| par-svm/denormal_ftz         | infer  | IDENTICAL x3 | ebc593040592ca1e | ebc593040592ca1e | ebc593040592ca1e |
| par-svm/denormal_ftz         | model  | IDENTICAL x3 | 55604dc15ce7c411 | 55604dc15ce7c411 | 55604dc15ce7c411 |
| par-svm/dupes                | infer  | IDENTICAL x3 | 6e5c253fa1d7ea5b | 6e5c253fa1d7ea5b | 6e5c253fa1d7ea5b |
| par-svm/dupes                | model  | IDENTICAL x3 | 39bb289a465d4e42 | 39bb289a465d4e42 | 39bb289a465d4e42 |
| par-svm/hashed               | infer  | IDENTICAL x3 | 94cb46a9aa6a811c | 94cb46a9aa6a811c | 94cb46a9aa6a811c |
| par-svm/hashed               | model  | IDENTICAL x3 | c1eb413ecf366aab | c1eb413ecf366aab | c1eb413ecf366aab |
| par-svm/negative             | infer  | IDENTICAL x3 | 685bebcb29a0cf8c | 685bebcb29a0cf8c | 685bebcb29a0cf8c |
| par-svm/negative             | model  | IDENTICAL x3 | ebadbb39c9f25a8d | ebadbb39c9f25a8d | ebadbb39c9f25a8d |
