EXPECTED FAIL extra sticky count
MATCH new 18 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 19 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 20 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 21 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 22 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 23 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 24 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 25 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 26 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 27 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 28 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 29 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 30 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 31 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 32 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 33 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 34 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 35 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 36 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 37 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 38 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 39 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 40 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 41 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 42 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 43 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 44 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 45 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 46 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 47 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 48 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 49 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 50 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 51 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 52 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 53 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 54 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 55 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 56 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 57 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 58 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 59 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 60 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 61 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 62 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 63 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 64 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 65 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 66 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 67 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 68 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 69 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 70 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 71 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 72 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 73 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 74 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 75 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 76 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 77 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 78 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 79 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 80 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 81 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 82 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 83 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 84 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 85 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 86 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 87 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 88 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 89 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 90 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 91 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 92 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 93 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 94 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 95 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 96 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 97 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 98 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 99 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 100 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 101 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 102 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 103 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 104 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 105 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 106 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 107 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 108 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 109 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 110 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 111 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 112 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 113 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 114 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 115 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 116 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 117 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 118 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 119 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 120 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 121 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 122 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 123 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 124 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 125 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 126 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 127 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 128 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 129 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 130 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 131 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 132 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 133 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 134 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 135 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 136 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 137 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 138 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 139 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 140 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 141 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 142 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 143 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 144 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 145 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 146 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 147 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 148 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 149 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 150 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 151 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 152 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 153 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 154 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 155 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 156 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 157 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 158 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 11, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 1, 'FUSED_SKIPPED_STICKY': 0}
