# DEVIATION 2630 step breakdown; ms per step, median over the timed steps
# gpu: ============================ ROCm System Management Interface ============================ | ============================== Version of System Component =============================== | Driver version: 6.16.13 | ========================================================================================== | ====================================== Product Info ====================================== | GPU[0]		: Card Series: 		AMD Instinct MI300X VF | GPU[0]		: Card Model: 		0x74b5 | GPU[0]		: Card Vendor: 		Advanced Micro Devices, Inc. [AMD/ATI] | GPU[0]		: Card SKU: 		M3000108 | GPU[0]		: Subsystem ID: 	0x74a1 | GPU[0]		: Device Rev: 		0x00 | GPU[0]		: Node ID: 		1 | GPU[0]		: GUID: 		46235 | GPU[0]		: GFX Version: 		gfx942 | ========================================================================================== | ================================== End of ROCm SMI Log ===================================
# host: model name	: Intel(R) Xeon(R) Platinum 8462Y+ | nproc=2 | 6.8.0-124-generic
corpus	kind	component	parent	depth	ms_per_step_median	share_of_envelope	lines_per_step	launches_per_step	syncs_per_step	note
pilegithub	gemm	gemm.proj_dA	(cross-cut)		42.827	0.0613	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.892
pilegithub	gemm	gemm.proj_dB	(cross-cut)		41.477	0.0594	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.864
pilegithub	gemm	gemm.proj_fwd	(cross-cut)		42.543	0.0609	48	48.0	0.0	calls per step = lines_per_step; ms per call 0.886
pilegithub	gemm	gemm.total	(cross-cut)		568.255	0.8136				every gemm.* line per step
pilegithub	count	count.copies_d2d						24.0		per native step
pilegithub	count	count.copies_d2h						154.0		per native step
pilegithub	count	count.copies_h2d						2.0		per native step
pilegithub	count	count.device_allocs						193.0		per native step
pilegithub	count	count.host_allocs						151.0		per native step
pilegithub	count	count.launches						870.0		per native step
pilegithub	count	count.native_steps						1.0		per native step
pilegithub	count	count.synchronizes						594.0		per native step
pilegithub	untreed	step.py_flags			0.097	0.0001	1			not a node of the tree (outside the envelope or unknown)
pilegithub	untreed	step.py_tokens			0.183	0.0003	1			not a node of the tree (outside the envelope or unknown)
pilegithub	lean	lean.shipped_build			689.426	0.9871				steady median, shipped build, untimed (THE price)
pilegithub	lean	lean.timers_build_switch_off			690.581	0.9888				steady median, timers build, switch off
pilegithub	lean	lean.timers_build_switch_on_wall			698.790	1.0006				median wall of the timed steps (not a price)
pilegithub	lean	lean.shipped_build_again								shipped build rerun last (pod drift)
pilegithub	lean	overhead.compiled_in_switch_off			1.154	0.0017				timers build switch off minus shipped
pilegithub	lean	overhead.switch_on			9.364	0.0134				switch-on wall minus shipped
pilegithub	envelope	envelope.native_call		0	698.403	1.0000				median of 3 timed steps: 697.928, 698.403, 699.262
