NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_core_host', '_mojolearn_solver_host', '_mojolearn_trees_host'] commit=6796ceff932391adeaea8d788a6c5230ddfacf53
| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | cpu-apple-m4     |
| knn-clf/negative             | infer  | IDENTICAL x3 | 4a407720c8a6509a | 4a407720c8a6509a | 4a407720c8a6509a | (not run)        |
| knn-clf/negative             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-clf/odd                  | infer  | IDENTICAL x3 | a593e7cc3b0f8144 | a593e7cc3b0f8144 | a593e7cc3b0f8144 | (not run)        |
| knn-clf/odd                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-clf/ties                 | infer  | IDENTICAL x3 | d7292e53ec625170 | d7292e53ec625170 | d7292e53ec625170 | (not run)        |
| knn-clf/ties                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-clf/wide                 | infer  | IDENTICAL x3 | b128c6dd4d428648 | b128c6dd4d428648 | b128c6dd4d428648 | (not run)        |
| knn-clf/wide                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/base                 | infer  | IDENTICAL x3 | 12b3c8b2763ae645 | 12b3c8b2763ae645 | 12b3c8b2763ae645 | (not run)        |
| knn-reg/base                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/denormal             | infer  | IDENTICAL x3 | 511f71a64fa48d7a | 511f71a64fa48d7a | 511f71a64fa48d7a | (not run)        |
| knn-reg/denormal             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/denormal_ftz         | infer  | IDENTICAL x3 | 511f71a64fa48d7a | 511f71a64fa48d7a | 511f71a64fa48d7a | (not run)        |
| knn-reg/denormal_ftz         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/dupes                | infer  | IDENTICAL x3 | 0e04bd5ca4150340 | 0e04bd5ca4150340 | 0e04bd5ca4150340 | (not run)        |
| knn-reg/dupes                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/hashed               | infer  | IDENTICAL x3 | 4223804b361954e6 | 4223804b361954e6 | 4223804b361954e6 | (not run)        |
| knn-reg/hashed               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/negative             | infer  | IDENTICAL x3 | ca725c74b7aec59b | ca725c74b7aec59b | ca725c74b7aec59b | (not run)        |
| knn-reg/negative             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/odd                  | infer  | IDENTICAL x3 | e53e4bfa78bd428a | e53e4bfa78bd428a | e53e4bfa78bd428a | (not run)        |
| knn-reg/odd                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/ties                 | infer  | IDENTICAL x3 | fcbc1a112c60d1d0 | fcbc1a112c60d1d0 | fcbc1a112c60d1d0 | (not run)        |
| knn-reg/ties                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn-reg/wide                 | infer  | IDENTICAL x3 | 4b2e95d49bb291c5 | 4b2e95d49bb291c5 | 4b2e95d49bb291c5 | (not run)        |
| knn-reg/wide                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/base                     | infer  | IDENTICAL x3 | da53642fe53493ad | da53642fe53493ad | da53642fe53493ad | (not run)        |
| knn/base                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/denormal                 | infer  | IDENTICAL x3 | 32426a86a46b417f | 32426a86a46b417f | 32426a86a46b417f | (not run)        |
| knn/denormal                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/denormal_ftz             | infer  | IDENTICAL x3 | 32426a86a46b417f | 32426a86a46b417f | 32426a86a46b417f | (not run)        |
| knn/denormal_ftz             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/dupes                    | infer  | IDENTICAL x3 | 6776f2a2ef1528ee | 6776f2a2ef1528ee | 6776f2a2ef1528ee | (not run)        |
| knn/dupes                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/hashed                   | infer  | IDENTICAL x3 | 906e8d5ef7d91305 | 906e8d5ef7d91305 | 906e8d5ef7d91305 | (not run)        |
| knn/hashed                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/negative                 | infer  | IDENTICAL x3 | aa5dd33322e1cb78 | aa5dd33322e1cb78 | aa5dd33322e1cb78 | (not run)        |
| knn/negative                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/odd                      | infer  | IDENTICAL x3 | ef7c64cd35cc99ad | ef7c64cd35cc99ad | ef7c64cd35cc99ad | (not run)        |
| knn/odd                      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/ties                     | infer  | IDENTICAL x3 | 234e9e649f45c983 | 234e9e649f45c983 | 234e9e649f45c983 | (not run)        |
| knn/ties                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| knn/wide                     | infer  | IDENTICAL x3 | 3173e563e425be1c | 3173e563e425be1c | 3173e563e425be1c | (not run)        |
| knn/wide                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/base                   | infer  | IDENTICAL x3 | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 | (not run)        |
| lasso/base                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/denormal               | infer  | IDENTICAL x3 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | (not run)        |
| lasso/denormal               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/denormal_ftz           | infer  | IDENTICAL x3 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 | (not run)        |
| lasso/denormal_ftz           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/dupes                  | infer  | IDENTICAL x3 | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb | (not run)        |
| lasso/dupes                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/hashed                 | infer  | IDENTICAL x3 | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 | (not run)        |
| lasso/hashed                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/negative               | infer  | IDENTICAL x3 | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d | (not run)        |
| lasso/negative               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/odd                    | infer  | IDENTICAL x3 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | (not run)        |
| lasso/odd                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/ties                   | infer  | IDENTICAL x3 | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d | (not run)        |
| lasso/ties                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| lasso/wide                   | infer  | IDENTICAL x3 | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e | (not run)        |
| lasso/wide                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/base                | infer  | IDENTICAL x3 | 103f76e4a2b23c03 | 103f76e4a2b23c03 | 103f76e4a2b23c03 | (not run)        |
| logistic/base                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/denormal            | infer  | IDENTICAL x3 | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a | (not run)        |
| logistic/denormal            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/denormal_ftz        | infer  | IDENTICAL x3 | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a | (not run)        |
| logistic/denormal_ftz        | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/dupes               | infer  | IDENTICAL x3 | df012d0cb1286818 | df012d0cb1286818 | df012d0cb1286818 | (not run)        |
| logistic/dupes               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/hashed              | infer  | IDENTICAL x3 | dfe219d0b67a77ca | dfe219d0b67a77ca | dfe219d0b67a77ca | (not run)        |
| logistic/hashed              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/negative            | infer  | IDENTICAL x3 | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 | (not run)        |
| logistic/negative            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/odd                 | infer  | IDENTICAL x3 | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 | (not run)        |
| logistic/odd                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/ties                | infer  | IDENTICAL x3 | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea | (not run)        |
| logistic/ties                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| logistic/wide                | infer  | IDENTICAL x3 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 | (not run)        |
| logistic/wide                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/base                  | infer  | IDENTICAL x3 | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 | (not run)        |
| mamba1/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/denormal              | infer  | IDENTICAL x3 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | (not run)        |
| mamba1/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/denormal_ftz          | infer  | IDENTICAL x3 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | (not run)        |
| mamba1/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/dupes                 | infer  | IDENTICAL x3 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 | (not run)        |
| mamba1/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/hashed                | infer  | IDENTICAL x3 | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce | (not run)        |
| mamba1/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/negative              | infer  | IDENTICAL x3 | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 | (not run)        |
| mamba1/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/odd                   | infer  | IDENTICAL x3 | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 | (not run)        |
| mamba1/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/ties                  | infer  | IDENTICAL x3 | 13aed38cf2e3c341 | 13aed38cf2e3c341 | 13aed38cf2e3c341 | (not run)        |
| mamba1/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba1/wide                  | infer  | IDENTICAL x3 | 905c98cf2a276d1d | 905c98cf2a276d1d | 905c98cf2a276d1d | (not run)        |
| mamba1/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/base                  | infer  | IDENTICAL x3 | b0084ee171c0720f | b0084ee171c0720f | b0084ee171c0720f | (not run)        |
| mamba2/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/denormal              | infer  | IDENTICAL x3 | 715e3b3d9ee219ba | 715e3b3d9ee219ba | 715e3b3d9ee219ba | (not run)        |
| mamba2/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/denormal_ftz          | infer  | IDENTICAL x3 | 715e3b3d9ee219ba | 715e3b3d9ee219ba | 715e3b3d9ee219ba | (not run)        |
| mamba2/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/dupes                 | infer  | IDENTICAL x3 | bc19a007224d9860 | bc19a007224d9860 | bc19a007224d9860 | (not run)        |
| mamba2/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/hashed                | infer  | IDENTICAL x3 | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 | (not run)        |
| mamba2/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/negative              | infer  | IDENTICAL x3 | e47047c1022164fb | e47047c1022164fb | e47047c1022164fb | (not run)        |
| mamba2/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/odd                   | infer  | IDENTICAL x3 | b0084ee171c0720f | b0084ee171c0720f | b0084ee171c0720f | (not run)        |
| mamba2/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/ties                  | infer  | IDENTICAL x3 | bbd1634ec2e78ddf | bbd1634ec2e78ddf | bbd1634ec2e78ddf | (not run)        |
| mamba2/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba2/wide                  | infer  | IDENTICAL x3 | b67647742c88aaf1 | b67647742c88aaf1 | b67647742c88aaf1 | (not run)        |
| mamba2/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/base                  | infer  | IDENTICAL x3 | 6d73873ffe222457 | 6d73873ffe222457 | 6d73873ffe222457 | (not run)        |
| mamba3/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/denormal              | infer  | IDENTICAL x3 | 2092a683dc18e94b | 2092a683dc18e94b | 2092a683dc18e94b | (not run)        |
| mamba3/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/denormal_ftz          | infer  | IDENTICAL x3 | 2092a683dc18e94b | 2092a683dc18e94b | 2092a683dc18e94b | (not run)        |
| mamba3/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/dupes                 | infer  | IDENTICAL x3 | 572e878fb8e538ce | 572e878fb8e538ce | 572e878fb8e538ce | (not run)        |
| mamba3/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/hashed                | infer  | IDENTICAL x3 | c1862ccad54884ed | c1862ccad54884ed | c1862ccad54884ed | (not run)        |
| mamba3/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/negative              | infer  | IDENTICAL x3 | 27f5cfbb4648281d | 27f5cfbb4648281d | 27f5cfbb4648281d | (not run)        |
| mamba3/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/odd                   | infer  | IDENTICAL x3 | 6d73873ffe222457 | 6d73873ffe222457 | 6d73873ffe222457 | (not run)        |
| mamba3/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/ties                  | infer  | IDENTICAL x3 | 1b23621d97f54640 | 1b23621d97f54640 | 1b23621d97f54640 | (not run)        |
| mamba3/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mamba3/wide                  | infer  | IDENTICAL x3 | 229127d013a0eeb7 | 229127d013a0eeb7 | 229127d013a0eeb7 | (not run)        |
| mamba3/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/base                 | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/base                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/denormal             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/denormal             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/denormal_ftz         | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/denormal_ftz         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/dupes                | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/dupes                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/hashed               | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/hashed               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/negative             | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/negative             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/odd                  | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/odd                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/ties                 | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/ties                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| metrics/wide                 | infer  | N/A          | n/a:function     | n/a:function     | n/a:function     | (not run)        |
| metrics/wide                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/base           | infer  | IDENTICAL x3 | 5b934842e164f80f | 5b934842e164f80f | 5b934842e164f80f | (not run)        |
| minmax-scaler/base           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/denormal       | infer  | IDENTICAL x3 | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 | (not run)        |
| minmax-scaler/denormal       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/denormal_ftz   | infer  | IDENTICAL x3 | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 | (not run)        |
| minmax-scaler/denormal_ftz   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/dupes          | infer  | IDENTICAL x3 | cb07d5eb86d27807 | cb07d5eb86d27807 | cb07d5eb86d27807 | (not run)        |
| minmax-scaler/dupes          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/hashed         | infer  | IDENTICAL x3 | b97dad3c566f105a | b97dad3c566f105a | b97dad3c566f105a | (not run)        |
| minmax-scaler/hashed         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/negative       | infer  | IDENTICAL x3 | b386904f1b2473e2 | b386904f1b2473e2 | b386904f1b2473e2 | (not run)        |
| minmax-scaler/negative       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/odd            | infer  | IDENTICAL x3 | c170795fb6119629 | c170795fb6119629 | c170795fb6119629 | (not run)        |
| minmax-scaler/odd            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/ties           | infer  | IDENTICAL x3 | 6717b6636f5595fc | 6717b6636f5595fc | 6717b6636f5595fc | (not run)        |
| minmax-scaler/ties           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| minmax-scaler/wide           | infer  | IDENTICAL x3 | 6577f1b08a4a0b8d | 6577f1b08a4a0b8d | 6577f1b08a4a0b8d | (not run)        |
| minmax-scaler/wide           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| mlp/base                     | infer  | IDENTICAL x3 | 8579effb0c3bce0c | 8579effb0c3bce0c | 8579effb0c3bce0c | (not run)        |
| mlp/base                     | model  | IDENTICAL x3 | dc9325976836b5a7 | dc9325976836b5a7 | dc9325976836b5a7 | (not run)        |
| mlp/denormal                 | infer  | IDENTICAL x3 | 85ed38b4e205ec3d | 85ed38b4e205ec3d | 85ed38b4e205ec3d | (not run)        |
| mlp/denormal                 | model  | IDENTICAL x3 | a8aa2cac54c85346 | a8aa2cac54c85346 | a8aa2cac54c85346 | (not run)        |
| mlp/denormal_ftz             | infer  | IDENTICAL x3 | 85ed38b4e205ec3d | 85ed38b4e205ec3d | 85ed38b4e205ec3d | (not run)        |
| mlp/denormal_ftz             | model  | IDENTICAL x3 | a8aa2cac54c85346 | a8aa2cac54c85346 | a8aa2cac54c85346 | (not run)        |
| mlp/dupes                    | infer  | IDENTICAL x3 | 8579effb0c3bce0c | 8579effb0c3bce0c | 8579effb0c3bce0c | (not run)        |
| mlp/dupes                    | model  | IDENTICAL x3 | dc9325976836b5a7 | dc9325976836b5a7 | dc9325976836b5a7 | (not run)        |
| mlp/hashed                   | infer  | IDENTICAL x3 | 2a2a2fa13c1a9d09 | 2a2a2fa13c1a9d09 | 2a2a2fa13c1a9d09 | (not run)        |
| mlp/hashed                   | model  | IDENTICAL x3 | eab3763d7650b574 | eab3763d7650b574 | eab3763d7650b574 | (not run)        |
| mlp/negative                 | infer  | IDENTICAL x3 | ad625a503e52af18 | ad625a503e52af18 | ad625a503e52af18 | (not run)        |
| mlp/negative                 | model  | IDENTICAL x3 | 92b7a4caa22f919b | 92b7a4caa22f919b | 92b7a4caa22f919b | (not run)        |
| mlp/odd                      | infer  | IDENTICAL x3 | aabc85120783aee2 | aabc85120783aee2 | aabc85120783aee2 | (not run)        |
| mlp/odd                      | model  | IDENTICAL x3 | c3a804a88824ef31 | c3a804a88824ef31 | c3a804a88824ef31 | (not run)        |
| mlp/ties                     | infer  | IDENTICAL x3 | 24de7ab7c4fa8961 | 24de7ab7c4fa8961 | 24de7ab7c4fa8961 | (not run)        |
| mlp/ties                     | model  | IDENTICAL x3 | 59bc3962a0a7dff3 | 59bc3962a0a7dff3 | 59bc3962a0a7dff3 | (not run)        |
| mlp/wide                     | infer  | IDENTICAL x3 | e8f14347fb98d76c | e8f14347fb98d76c | e8f14347fb98d76c | (not run)        |
| mlp/wide                     | model  | IDENTICAL x3 | 6511b16cc41d348c | 6511b16cc41d348c | 6511b16cc41d348c | (not run)        |
| ols/base                     | infer  | IDENTICAL x3 | 2546a13c03838433 | 2546a13c03838433 | 2546a13c03838433 | (not run)        |
| ols/base                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/denormal                 | infer  | IDENTICAL x3 | 050118359943fcd8 | 050118359943fcd8 | 050118359943fcd8 | (not run)        |
| ols/denormal                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/denormal_ftz             | infer  | IDENTICAL x3 | 050118359943fcd8 | 050118359943fcd8 | 050118359943fcd8 | (not run)        |
| ols/denormal_ftz             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/dupes                    | infer  | IDENTICAL x3 | 09ac924358918527 | 09ac924358918527 | 09ac924358918527 | (not run)        |
| ols/dupes                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/hashed                   | infer  | IDENTICAL x3 | 73b6c23acb537f4f | 73b6c23acb537f4f | 73b6c23acb537f4f | (not run)        |
| ols/hashed                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/negative                 | infer  | IDENTICAL x3 | ddf1f9ebb606db70 | ddf1f9ebb606db70 | ddf1f9ebb606db70 | (not run)        |
| ols/negative                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/odd                      | infer  | IDENTICAL x3 | 60eb6ff64dfbea28 | 60eb6ff64dfbea28 | 60eb6ff64dfbea28 | (not run)        |
| ols/odd                      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/ties                     | infer  | IDENTICAL x3 | 55f61f34cae7e5ff | 55f61f34cae7e5ff | 55f61f34cae7e5ff | (not run)        |
| ols/ties                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| ols/wide                     | infer  | IDENTICAL x3 | c40c1d99f114c282 | c40c1d99f114c282 | c40c1d99f114c282 | (not run)        |
| ols/wide                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/base                     | infer  | IDENTICAL x3 | 5ec98c317c9314a6 | 5ec98c317c9314a6 | 5ec98c317c9314a6 | (not run)        |
| pca/base                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/denormal                 | infer  | IDENTICAL x3 | d28a4176d38a79ad | d28a4176d38a79ad | d28a4176d38a79ad | (not run)        |
| pca/denormal                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/denormal_ftz             | infer  | IDENTICAL x3 | d28a4176d38a79ad | d28a4176d38a79ad | d28a4176d38a79ad | (not run)        |
| pca/denormal_ftz             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/dupes                    | infer  | IDENTICAL x3 | 25b7f77104e4b5b3 | 25b7f77104e4b5b3 | 25b7f77104e4b5b3 | (not run)        |
| pca/dupes                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/hashed                   | infer  | IDENTICAL x3 | da7f8a40931a091a | da7f8a40931a091a | da7f8a40931a091a | (not run)        |
| pca/hashed                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/negative                 | infer  | IDENTICAL x3 | bed836c726c23255 | bed836c726c23255 | bed836c726c23255 | (not run)        |
| pca/negative                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/odd                      | infer  | IDENTICAL x3 | 9f765336b6cbcc11 | 9f765336b6cbcc11 | 9f765336b6cbcc11 | (not run)        |
| pca/odd                      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/ties                     | infer  | IDENTICAL x3 | 470065a905e144bf | 470065a905e144bf | 470065a905e144bf | (not run)        |
| pca/ties                     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| pca/wide                     | infer  | IDENTICAL x3 | abbcfa36cfc4cc81 | abbcfa36cfc4cc81 | abbcfa36cfc4cc81 | (not run)        |
