| lane/fixture                 | verdict    | apple-m4         | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       |
| knn-reg/denormal_ftz         | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn-reg/dupes                | infer  | IDENTICAL x3 | (not run)        | 0e04bd5ca4150340 | 0e04bd5ca4150340 | 0e04bd5ca4150340 |
| knn-reg/dupes                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn-reg/hashed               | infer  | IDENTICAL x3 | (not run)        | 4223804b361954e6 | 4223804b361954e6 | 4223804b361954e6 |
| knn-reg/hashed               | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn-reg/negative             | infer  | IDENTICAL x3 | (not run)        | ca725c74b7aec59b | ca725c74b7aec59b | ca725c74b7aec59b |
| knn-reg/negative             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn-reg/odd                  | infer  | IDENTICAL x3 | (not run)        | e53e4bfa78bd428a | e53e4bfa78bd428a | e53e4bfa78bd428a |
| knn-reg/odd                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn-reg/ties                 | infer  | IDENTICAL x3 | (not run)        | fcbc1a112c60d1d0 | fcbc1a112c60d1d0 | fcbc1a112c60d1d0 |
| knn-reg/ties                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn-reg/wide                 | infer  | IDENTICAL x3 | (not run)        | 4b2e95d49bb291c5 | 4b2e95d49bb291c5 | 4b2e95d49bb291c5 |
| knn-reg/wide                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/base                     | infer  | IDENTICAL x3 | (not run)        | da53642fe53493ad | da53642fe53493ad | da53642fe53493ad |
| knn/base                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/denormal                 | infer  | IDENTICAL x3 | (not run)        | 32426a86a46b417f | 32426a86a46b417f | 32426a86a46b417f |
| knn/denormal                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/denormal_ftz             | infer  | IDENTICAL x3 | (not run)        | 32426a86a46b417f | 32426a86a46b417f | 32426a86a46b417f |
| knn/denormal_ftz             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/dupes                    | infer  | IDENTICAL x3 | (not run)        | 6776f2a2ef1528ee | 6776f2a2ef1528ee | 6776f2a2ef1528ee |
| knn/dupes                    | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/hashed                   | infer  | IDENTICAL x3 | (not run)        | 906e8d5ef7d91305 | 906e8d5ef7d91305 | 906e8d5ef7d91305 |
| knn/hashed                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/negative                 | infer  | IDENTICAL x3 | (not run)        | aa5dd33322e1cb78 | aa5dd33322e1cb78 | aa5dd33322e1cb78 |
| knn/negative                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/odd                      | infer  | IDENTICAL x3 | (not run)        | ef7c64cd35cc99ad | ef7c64cd35cc99ad | ef7c64cd35cc99ad |
| knn/odd                      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/ties                     | infer  | IDENTICAL x3 | (not run)        | 234e9e649f45c983 | 234e9e649f45c983 | 234e9e649f45c983 |
| knn/ties                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| knn/wide                     | infer  | IDENTICAL x3 | (not run)        | 3173e563e425be1c | 3173e563e425be1c | 3173e563e425be1c |
| knn/wide                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/base                   | infer  | IDENTICAL x3 | (not run)        | 7334b38e7b651e27 | 7334b38e7b651e27 | 7334b38e7b651e27 |
| lasso/base                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/denormal               | infer  | IDENTICAL x3 | (not run)        | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| lasso/denormal               | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/denormal_ftz           | infer  | IDENTICAL x3 | (not run)        | b92e9bfda9b725b4 | b92e9bfda9b725b4 | b92e9bfda9b725b4 |
| lasso/denormal_ftz           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/dupes                  | infer  | IDENTICAL x3 | (not run)        | 727d68f61ef51bfb | 727d68f61ef51bfb | 727d68f61ef51bfb |
| lasso/dupes                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/hashed                 | infer  | IDENTICAL x3 | (not run)        | 482da47ba9b49877 | 482da47ba9b49877 | 482da47ba9b49877 |
| lasso/hashed                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/negative               | infer  | IDENTICAL x3 | (not run)        | 0167126d36a4243d | 0167126d36a4243d | 0167126d36a4243d |
| lasso/negative               | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/odd                    | infer  | IDENTICAL x3 | (not run)        | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 | 1c17e2eb1ef6a2e2 |
| lasso/odd                    | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/ties                   | infer  | IDENTICAL x3 | (not run)        | ff61f45db38db46d | ff61f45db38db46d | ff61f45db38db46d |
| lasso/ties                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| lasso/wide                   | infer  | IDENTICAL x3 | (not run)        | 1f85238c927b088e | 1f85238c927b088e | 1f85238c927b088e |
| lasso/wide                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/base                | infer  | IDENTICAL x3 | (not run)        | 103f76e4a2b23c03 | 103f76e4a2b23c03 | 103f76e4a2b23c03 |
| logistic/base                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/denormal            | infer  | IDENTICAL x3 | (not run)        | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal            | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/denormal_ftz        | infer  | IDENTICAL x3 | (not run)        | 2092f79961286d8a | 2092f79961286d8a | 2092f79961286d8a |
| logistic/denormal_ftz        | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/dupes               | infer  | IDENTICAL x3 | (not run)        | df012d0cb1286818 | df012d0cb1286818 | df012d0cb1286818 |
| logistic/dupes               | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/hashed              | infer  | IDENTICAL x3 | (not run)        | dfe219d0b67a77ca | dfe219d0b67a77ca | dfe219d0b67a77ca |
| logistic/hashed              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/negative            | infer  | IDENTICAL x3 | (not run)        | 00fff477b42c65a0 | 00fff477b42c65a0 | 00fff477b42c65a0 |
| logistic/negative            | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/odd                 | infer  | IDENTICAL x3 | (not run)        | 7540ab14779d65c6 | 7540ab14779d65c6 | 7540ab14779d65c6 |
| logistic/odd                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/ties                | infer  | IDENTICAL x3 | (not run)        | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea |
| logistic/ties                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| logistic/wide                | infer  | IDENTICAL x3 | (not run)        | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| logistic/wide                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/base                  | infer  | IDENTICAL x3 | (not run)        | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/base                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/denormal              | infer  | IDENTICAL x3 | (not run)        | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/denormal_ftz          | infer  | IDENTICAL x3 | (not run)        | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal_ftz          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/dupes                 | infer  | IDENTICAL x3 | (not run)        | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 |
| mamba1/dupes                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/hashed                | infer  | IDENTICAL x3 | (not run)        | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce |
| mamba1/hashed                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/negative              | infer  | IDENTICAL x3 | (not run)        | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 |
| mamba1/negative              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/odd                   | infer  | IDENTICAL x3 | (not run)        | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/odd                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/ties                  | infer  | IDENTICAL x3 | (not run)        | 13aed38cf2e3c341 | 13aed38cf2e3c341 | 13aed38cf2e3c341 |
| mamba1/ties                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/wide                  | infer  | IDENTICAL x3 | (not run)        | 905c98cf2a276d1d | 905c98cf2a276d1d | 905c98cf2a276d1d |
| mamba1/wide                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/base                  | infer  | IDENTICAL x3 | (not run)        | b0084ee171c0720f | b0084ee171c0720f | b0084ee171c0720f |
| mamba2/base                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/denormal              | infer  | IDENTICAL x3 | (not run)        | 715e3b3d9ee219ba | 715e3b3d9ee219ba | 715e3b3d9ee219ba |
| mamba2/denormal              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/denormal_ftz          | infer  | IDENTICAL x3 | (not run)        | 715e3b3d9ee219ba | 715e3b3d9ee219ba | 715e3b3d9ee219ba |
| mamba2/denormal_ftz          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/dupes                 | infer  | IDENTICAL x3 | (not run)        | bc19a007224d9860 | bc19a007224d9860 | bc19a007224d9860 |
| mamba2/dupes                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/hashed                | infer  | IDENTICAL x3 | (not run)        | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 |
| mamba2/hashed                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/negative              | infer  | IDENTICAL x3 | (not run)        | e47047c1022164fb | e47047c1022164fb | e47047c1022164fb |
| mamba2/negative              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/odd                   | infer  | IDENTICAL x3 | (not run)        | b0084ee171c0720f | b0084ee171c0720f | b0084ee171c0720f |
| mamba2/odd                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/ties                  | infer  | IDENTICAL x3 | (not run)        | bbd1634ec2e78ddf | bbd1634ec2e78ddf | bbd1634ec2e78ddf |
| mamba2/ties                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/wide                  | infer  | IDENTICAL x3 | (not run)        | b67647742c88aaf1 | b67647742c88aaf1 | b67647742c88aaf1 |
| mamba2/wide                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/base                  | infer  | IDENTICAL x3 | (not run)        | 6d73873ffe222457 | 6d73873ffe222457 | 6d73873ffe222457 |
| mamba3/base                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/denormal              | infer  | IDENTICAL x3 | (not run)        | 2092a683dc18e94b | 2092a683dc18e94b | 2092a683dc18e94b |
| mamba3/denormal              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/denormal_ftz          | infer  | IDENTICAL x3 | (not run)        | 2092a683dc18e94b | 2092a683dc18e94b | 2092a683dc18e94b |
| mamba3/denormal_ftz          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/dupes                 | infer  | IDENTICAL x3 | (not run)        | 572e878fb8e538ce | 572e878fb8e538ce | 572e878fb8e538ce |
| mamba3/dupes                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/hashed                | infer  | IDENTICAL x3 | (not run)        | c1862ccad54884ed | c1862ccad54884ed | c1862ccad54884ed |
| mamba3/hashed                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/negative              | infer  | IDENTICAL x3 | (not run)        | 27f5cfbb4648281d | 27f5cfbb4648281d | 27f5cfbb4648281d |
| mamba3/negative              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/odd                   | infer  | IDENTICAL x3 | (not run)        | 6d73873ffe222457 | 6d73873ffe222457 | 6d73873ffe222457 |
| mamba3/odd                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/ties                  | infer  | IDENTICAL x3 | (not run)        | 1b23621d97f54640 | 1b23621d97f54640 | 1b23621d97f54640 |
| mamba3/ties                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/wide                  | infer  | IDENTICAL x3 | (not run)        | 229127d013a0eeb7 | 229127d013a0eeb7 | 229127d013a0eeb7 |
| mamba3/wide                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/base                 | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/base                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/denormal             | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/denormal             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/denormal_ftz         | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/denormal_ftz         | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/dupes                | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/dupes                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/hashed               | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/hashed               | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/negative             | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/negative             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/odd                  | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/odd                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/ties                 | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/ties                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| metrics/wide                 | infer  | N/A          | (not run)        | n/a:function     | n/a:function     | n/a:function     |
| metrics/wide                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/base           | infer  | IDENTICAL x3 | (not run)        | 5b934842e164f80f | 5b934842e164f80f | 5b934842e164f80f |
| minmax-scaler/base           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/denormal       | infer  | IDENTICAL x3 | (not run)        | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 |
| minmax-scaler/denormal       | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/denormal_ftz   | infer  | IDENTICAL x3 | (not run)        | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 | 17c9e6cc1a1bfd82 |
| minmax-scaler/denormal_ftz   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/dupes          | infer  | IDENTICAL x3 | (not run)        | cb07d5eb86d27807 | cb07d5eb86d27807 | cb07d5eb86d27807 |
| minmax-scaler/dupes          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/hashed         | infer  | IDENTICAL x3 | (not run)        | b97dad3c566f105a | b97dad3c566f105a | b97dad3c566f105a |
| minmax-scaler/hashed         | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/negative       | infer  | IDENTICAL x3 | (not run)        | b386904f1b2473e2 | b386904f1b2473e2 | b386904f1b2473e2 |
| minmax-scaler/negative       | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/odd            | infer  | IDENTICAL x3 | (not run)        | c170795fb6119629 | c170795fb6119629 | c170795fb6119629 |
| minmax-scaler/odd            | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/ties           | infer  | IDENTICAL x3 | (not run)        | 6717b6636f5595fc | 6717b6636f5595fc | 6717b6636f5595fc |
| minmax-scaler/ties           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| minmax-scaler/wide           | infer  | IDENTICAL x3 | (not run)        | 6577f1b08a4a0b8d | 6577f1b08a4a0b8d | 6577f1b08a4a0b8d |
| minmax-scaler/wide           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mlp/base                     | infer  | IDENTICAL x3 | (not run)        | 8579effb0c3bce0c | 8579effb0c3bce0c | 8579effb0c3bce0c |
| mlp/base                     | model  | IDENTICAL x3 | (not run)        | dc9325976836b5a7 | dc9325976836b5a7 | dc9325976836b5a7 |
| mlp/denormal                 | infer  | IDENTICAL x3 | (not run)        | 85ed38b4e205ec3d | 85ed38b4e205ec3d | 85ed38b4e205ec3d |
| mlp/denormal                 | model  | IDENTICAL x3 | (not run)        | a8aa2cac54c85346 | a8aa2cac54c85346 | a8aa2cac54c85346 |
| mlp/denormal_ftz             | infer  | IDENTICAL x3 | (not run)        | 85ed38b4e205ec3d | 85ed38b4e205ec3d | 85ed38b4e205ec3d |
| mlp/denormal_ftz             | model  | IDENTICAL x3 | (not run)        | a8aa2cac54c85346 | a8aa2cac54c85346 | a8aa2cac54c85346 |
| mlp/dupes                    | infer  | IDENTICAL x3 | (not run)        | 8579effb0c3bce0c | 8579effb0c3bce0c | 8579effb0c3bce0c |
| mlp/dupes                    | model  | IDENTICAL x3 | (not run)        | dc9325976836b5a7 | dc9325976836b5a7 | dc9325976836b5a7 |
| mlp/hashed                   | infer  | IDENTICAL x3 | (not run)        | 2a2a2fa13c1a9d09 | 2a2a2fa13c1a9d09 | 2a2a2fa13c1a9d09 |
| mlp/hashed                   | model  | IDENTICAL x3 | (not run)        | eab3763d7650b574 | eab3763d7650b574 | eab3763d7650b574 |
| mlp/negative                 | infer  | IDENTICAL x3 | (not run)        | ad625a503e52af18 | ad625a503e52af18 | ad625a503e52af18 |
| mlp/negative                 | model  | IDENTICAL x3 | (not run)        | 92b7a4caa22f919b | 92b7a4caa22f919b | 92b7a4caa22f919b |
| mlp/odd                      | infer  | IDENTICAL x3 | (not run)        | aabc85120783aee2 | aabc85120783aee2 | aabc85120783aee2 |
| mlp/odd                      | model  | IDENTICAL x3 | (not run)        | c3a804a88824ef31 | c3a804a88824ef31 | c3a804a88824ef31 |
| mlp/ties                     | infer  | IDENTICAL x3 | (not run)        | 24de7ab7c4fa8961 | 24de7ab7c4fa8961 | 24de7ab7c4fa8961 |
| mlp/ties                     | model  | IDENTICAL x3 | (not run)        | 59bc3962a0a7dff3 | 59bc3962a0a7dff3 | 59bc3962a0a7dff3 |
| mlp/wide                     | infer  | IDENTICAL x3 | (not run)        | e8f14347fb98d76c | e8f14347fb98d76c | e8f14347fb98d76c |
| mlp/wide                     | model  | IDENTICAL x3 | (not run)        | 6511b16cc41d348c | 6511b16cc41d348c | 6511b16cc41d348c |
| ols/base                     | infer  | IDENTICAL x3 | (not run)        | 2546a13c03838433 | 2546a13c03838433 | 2546a13c03838433 |
| ols/base                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/denormal                 | infer  | IDENTICAL x3 | (not run)        | 050118359943fcd8 | 050118359943fcd8 | 050118359943fcd8 |
| ols/denormal                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/denormal_ftz             | infer  | IDENTICAL x3 | (not run)        | 050118359943fcd8 | 050118359943fcd8 | 050118359943fcd8 |
| ols/denormal_ftz             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/dupes                    | infer  | IDENTICAL x3 | (not run)        | 09ac924358918527 | 09ac924358918527 | 09ac924358918527 |
| ols/dupes                    | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/hashed                   | infer  | IDENTICAL x3 | (not run)        | 73b6c23acb537f4f | 73b6c23acb537f4f | 73b6c23acb537f4f |
| ols/hashed                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/negative                 | infer  | IDENTICAL x3 | (not run)        | ddf1f9ebb606db70 | ddf1f9ebb606db70 | ddf1f9ebb606db70 |
| ols/negative                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/odd                      | infer  | IDENTICAL x3 | (not run)        | 60eb6ff64dfbea28 | 60eb6ff64dfbea28 | 60eb6ff64dfbea28 |
| ols/odd                      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/ties                     | infer  | IDENTICAL x3 | (not run)        | 55f61f34cae7e5ff | 55f61f34cae7e5ff | 55f61f34cae7e5ff |
| ols/ties                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| ols/wide                     | infer  | IDENTICAL x3 | (not run)        | c40c1d99f114c282 | c40c1d99f114c282 | c40c1d99f114c282 |
| ols/wide                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/base                     | infer  | IDENTICAL x3 | (not run)        | 5ec98c317c9314a6 | 5ec98c317c9314a6 | 5ec98c317c9314a6 |
| pca/base                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/denormal                 | infer  | IDENTICAL x3 | (not run)        | d28a4176d38a79ad | d28a4176d38a79ad | d28a4176d38a79ad |
| pca/denormal                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/denormal_ftz             | infer  | IDENTICAL x3 | (not run)        | d28a4176d38a79ad | d28a4176d38a79ad | d28a4176d38a79ad |
| pca/denormal_ftz             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/dupes                    | infer  | IDENTICAL x3 | (not run)        | 25b7f77104e4b5b3 | 25b7f77104e4b5b3 | 25b7f77104e4b5b3 |
| pca/dupes                    | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/hashed                   | infer  | IDENTICAL x3 | (not run)        | da7f8a40931a091a | da7f8a40931a091a | da7f8a40931a091a |
| pca/hashed                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/negative                 | infer  | IDENTICAL x3 | (not run)        | bed836c726c23255 | bed836c726c23255 | bed836c726c23255 |
| pca/negative                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/odd                      | infer  | IDENTICAL x3 | (not run)        | 9f765336b6cbcc11 | 9f765336b6cbcc11 | 9f765336b6cbcc11 |
| pca/odd                      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/ties                     | infer  | IDENTICAL x3 | (not run)        | 470065a905e144bf | 470065a905e144bf | 470065a905e144bf |
| pca/ties                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| pca/wide                     | infer  | IDENTICAL x3 | (not run)        | abbcfa36cfc4cc81 | abbcfa36cfc4cc81 | abbcfa36cfc4cc81 |
| pca/wide                     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/base                  | infer  | IDENTICAL x3 | (not run)        | 3eb3a2ab621fbb97 | 3eb3a2ab621fbb97 | 3eb3a2ab621fbb97 |
| radius/base                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/denormal              | infer  | IDENTICAL x3 | (not run)        | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 |
| radius/denormal              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/denormal_ftz          | infer  | IDENTICAL x3 | (not run)        | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 | 0d8e5847c0de67f1 |
| radius/denormal_ftz          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/dupes                 | infer  | IDENTICAL x3 | (not run)        | 469e7731aa72a0fd | 469e7731aa72a0fd | 469e7731aa72a0fd |
| radius/dupes                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/hashed                | infer  | IDENTICAL x3 | (not run)        | 362bee6da9e01a6a | 362bee6da9e01a6a | 362bee6da9e01a6a |
| radius/hashed                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/negative              | infer  | IDENTICAL x3 | (not run)        | 9a8506316edc0a0a | 9a8506316edc0a0a | 9a8506316edc0a0a |
| radius/negative              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| radius/odd                   | infer  | IDENTICAL x3 | (not run)        | ef0450b6bc48f488 | ef0450b6bc48f488 | ef0450b6bc48f488 |
| radius/odd                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
